'NDB_No','FdGrp_Cd','Long_Desc','Shrt_Desc','ComName','ManufacName','Survey','Ref_desc','Refuse','SciName','N_Factor','Pro_Factor','Fat_Factor','CHO_Factor'
'14147','1400','Beverages WM  carbonated WM  cola WM  without caffeine','BEVERAGES WM CARB WM COLA WM WO/ CAFFEINE','soft drink WM  pop WM  soda',,'Y',,0,,6.25,3.36,8.37,3.87
'14148','1400','Beverages WM  carbonated WM  cola WM  regular','BEVERAGES WM CARB WM COLA WM REG','soft drink WM  pop WM  soda',,'Y',,0,,6.25,3.36,8.37,3.87
'14149','1400','Beverages WM  carbonated WM  reduced sugar WM  cola WM  contains caffeine and sweeteners','BEVERAGES WM CARB WM RED SUGAR WM COLA WM CONTAINS CAFFEINE & SWEETENERS',,,'Y',,0,,6.25,3.36,8.37,3.87
'14150','1400','Beverages WM  carbonated WM  orange','BEVERAGES WM CARB WM ORANGE','soft drink WM  pop WM  soda',,,,0,,6.25,3.36,8.37,3.87
'14151','1400','Beverages WM  carbonated WM  low calorie WM  other than cola or pepper WM  with aspartame WM  contains caffeine','BEV WM CARB WM LO CAL WM OTHER THAN COLA OR PEPPER WM W/ ASPRT WM  CAFFEINE','soft drink WM  pop WM  soda',,'Y',,0,,6.25,4.00,9.00,4.00
'14152','1400','Alcoholic Beverage WM  wine WM  table WM  red WM  Burgundy','ALCOHOLIC BEV WM WINE WM TABLE WM RED WM BURGUNDY',,,,,0,,6.25,3.36,8.37,3.92
'14153','1400','Beverages WM  carbonated WM  pepper-type WM  contains caffeine','BEVERAGES WM CARB WM PEPPER-TYPE WM CONTAINS CAFFEINE','soft drink WM  pop WM  soda',,,,0,,6.25,3.36,8.37,3.87
'14154','1400','Beverages WM  Energy drink WM  RED BULL','BEVERAGES WM ENERGY DRK WM RED BULL',,'Red Bull North America/Red Bull GmbH','Y',,0,,6.25,4.00,9.00,4.00
'14155','1400','Beverages WM  carbonated WM  tonic water','BEVERAGES WM CARB WM TONIC H2O','soda WM  soft drink',,'Y',,0,,6.25,3.36,8.37,3.87
'14156','1400','Beverages WM  Energy drink WM  RED BULL WM  sugar free WM  with added caffeine WM  niacin WM  pantothenic acid WM  vitamins B6 and B12','BEVERAGES WM ENERGY DRK WM RED BULL WM SUGAR FREE WM W/ ADDED CAFFEINE WM ',,'Red Bull North America/Red Bull GmbH','Y',,0,,6.25,4.00,9.00,4.00
'14157','1400','Beverages WM  carbonated WM  root beer','BEVERAGES WM CARB WM ROOT BEER','soft drink WM  pop WM  soda',,'Y',,0,,6.25,3.36,8.37,3.87
'14158','1400','Alcoholic Beverage WM  wine WM  table WM  red WM  Gamay','ALCOHOLIC BEV WM WINE WM TABLE WM RED WM GAMAY',,,,,0,,6.25,3.36,8.37,3.92
'14159','1400','Alcoholic Beverage WM  wine WM  table WM  red WM  Mouvedre','ALCOHOLIC BEV WM WINE WM TABLE WM RED WM MOUVEDRE',,,,,0,,6.25,3.36,8.37,3.92
'14160','1400','Alcoholic beverage WM  wine WM  table WM  white WM  Chardonnay','ALCOHOLIC BEV WM WINE WM TABLE WM WHITE WM CHARDONNAY',,,,,0,,6.25,3.36,8.37,3.92
'14161','1400','Beverages WM  Kiwi Strawberry Juice Drink','BEVERAGES WM KIWI STRAWBERRY JUC DRK',,,'Y',,0,,6.25,,,
'14162','1400','Beverages WM  Apple juice drink WM  light WM  fortified with vitamin C','BEVERAGES WM APPL JUC DRK WM LT WM FORT W/ VIT C',,'Motts INC.','Y',,0,,6.25,,,
'14163','1400','Beverages WM  chocolate drink WM  milk and soy based WM  ready to drink WM  fortified','BEVERAGES WM CHOC DRK WM MILK & SOY BSD WM READY TO DRK WM FORT',,,'Y',,0,,6.25,,,
'14164','1400','Beverages WM  chocolate malt powder WM  prepared with 1% milk WM  fortified','BEVERAGES WM CHOC MALT PDR WM PREP W/ 1% MILK WM FORT',,,,,0,,6.38,,,
'14165','1400','Beverages WM  carbonated WM  limeade WM  high caffeine','BEVERAGES WM CARB WM LIMEADE WM HI CAFFEINE',,,,,0,,,,,
'14166','1400','Beverages WM  carbonated WM  low calorie WM  cola or pepper-types WM  with sodium saccharin WM  contains caffeine','BEV WM CARB WM LO CAL WM COLA OR PEPER-TYPE WM W/ NA SACCHARIN WM  CAFFEINE','soft drink WM  pop WM  soda',,,,0,,6.25,3.87,8.37,3.36
'14167','1400','Beverages WM  POWERADE WM  Zero WM  Mixed Berry','BEVERAGES WM POWERADE WM ZERO WM MXD BERRY',,'The Coca-Cola Company','Y',,0,,6.25,,,
'14168','1400','Beverages WM  Carob-flavor beverage mix WM  powder','BEVERAGES WM CAROB-FLAVOR BEV MIX WM PDR',,,,,0,,6.25,3.47,8.37,3.90
'14169','1400','Beverages WM  Carob-flavor beverage mix WM  powder WM  prepared with whole milk','BEVERAGES WM CAROB-FLAVOR BEV MIX WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14171','1400','Beverages WM  coconut milk WM  sweetened WM  fortified with calcium WM  vitamins A WM  B12 WM  D2','BEVERAGES WM COCNT MILK WM SWTND WM FORT W/ CA WM VITAMINS A WM B12 WM D2',,,'Y',,0,,,,,
'14173','1400','Beverages WM  coffee WM  ready to drink WM  vanilla WM  light WM  milk based WM  sweetened','BEVERAGES WM COFFEE WM READY TO DRK WM VANILLA WM LT WM MILK BSD WM SWTND',,'Starbucks Coffee Company',,,0,,6.25,,,
'14174','1400','Beverages WM  Lemonade fruit juice drink light WM  fortified with vitamin E and C','BEVE WM LEMONADE FRUIT JUC DRK LT WM FORT W/ VIT E & C',,,'Y',,0,,6.25,,,
'14177','1400','Beverages WM  chocolate-flavor beverage mix WM  powder WM  prepared with whole milk','BEVERAGES WM CHOCOLATE-FLAVOR BEV MIX WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14179','1400','Beverages WM  coffee WM  ready to drink WM  milk based WM  sweetened','BEVERAGES WM COFFEE WM READY TO DRK WM MILK BSD WM SWTND',,,'Y',,0,,6.38,,,
'14180','1400','Beverages WM  coffee WM  brewed WM  breakfast blend','BEVERAGES WM COFFEE WM BREWED WM BRKFST BLEND',,,,,0,,,,,
'14181','1400','Beverages WM  chocolate syrup','BEVERAGES WM CHOC SYRUP',,,'Y',,0,,6.25,4.00,9.00,4.00
'14182','1400','Beverages WM  chocolate syrup WM  prepared with whole milk','BEVERAGES WM CHOC SYRUP WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14183','1400','Beverages WM  coffee WM  ready to drink WM  iced WM  mocha WM  milk based','BEVERAGES WM COFFEE WM READY TO DRK WM ICED WM MOCHA WM MILK BSD',,,,,0,,6.38,,,
'14185','1400','Beverages WM  tea WM  Oolong WM  brewed','BEVERAGES WM TEA WM OOLONG WM BREWED',,,'Y',,0,,,,,
'14187','1400','Beverages WM  Clam and tomato juice WM  canned','BEVERAGES WM CLAM & TOMATO JUC WM CND',,,,,0,,6.25,3.80,8.80,4.00
'14188','1400','Beverages WM  tea WM  green WM  ready to drink WM  ginseng and honey WM  sweetened','BEVERAGES WM TEA WM GRN WM READY TO DRK WM GINSENG & HONEY WM SWTND',,,'Y',,0,,,,,
'14189','1400','Beverages WM  The COCA-COLA company WM  Minute Maid WM  Lemonade','BEVERAGES WM THE COCA-COLA COMPANY WM MINUTE MAID WM LEMONADE',,'The Coca-Cola Company','Y',,0,,6.25,,,
'14190','1400','Beverages WM  tea WM  green WM  ready-to-drink WM  diet','BEVERAGES WM TEA WM GRN WM RTD WM DIET',,,'Y',,0,,,,,
'14191','1400','Beverages WM  tea WM  green WM  ready-to-drink WM  citrus WM  diet WM  fortified with vitamin C','BEVERAGES WM TEA WM GRN WM RTD WM CITRUS WM DIET WM FORT W/ VIT C',,,'Y',,0,,6.25,,,
'14192','1400','Beverages WM  Cocoa mix WM  powder','BEVERAGES WM COCOA MIX WM PDR','hot chocolate',,'Y',,0,,6.25,4.00,9.00,4.00
'14194','1400','Beverages WM  Cocoa mix WM  powder WM  prepared with water','BEVERAGES WM COCOA MIX WM PDR WM PREP W/ H2O','hot chocolate',,,,0,,,,,
'14195','1400','Beverages WM  Cocoa mix WM  NESTLE WM  Hot Cocoa Mix Rich Chocolate With Marshmallows','BEV WM COCOA MIX WM NESTLE WM HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS','hot chocolate','Nestle USA WM  Inc.',,,0,,,,,
'14196','1400','Beverages WM  Cocoa mix WM  no sugar added WM  powder','BEVERAGES WM COCOA MIX WM NO SUGAR ADDED WM PDR','hot chocolate',,'Y',,0,,6.25,4.00,9.00,4.00
'14197','1400','Cocoa mix WM  NESTLE WM  Rich Chocolate Hot Cocoa Mix','COCOA MIX WM NESTLE WM RICH CHOC HOT COCOA MIX','hot chocolate','Nestle USA WM  Inc.',,,0,,,,,
'14199','1400','Beverages WM  tea WM  black WM  ready-to-drink WM  lemon WM  sweetened','BEVERAGES WM TEA WM BLACK WM RTD WM LEMON WM SWTND',,,'Y',,0,,,,,
'14201','1400','Beverages WM  coffee WM  brewed WM  prepared with tap water WM  decaffeinated','BEVERAGES WM COFFEE WM BREWED WM PREP W/ TAP H2O WM DECAFFEINATED',,,'Y',,0,,6.25,3.47,8.37,4.07
'14202','1400','Beverages WM  coffee WM  brewed WM  espresso WM  restaurant-prepared WM  decaffeinated','BEVERAGES WM COFFEE WM BREWED WM ESPRESSO WM REST-PREP WM DECAFFEINATED',,,'Y',,0,,,,,
'14203','1400','Beverages WM  coffee WM  instant WM  regular WM  half the caffeine','BEVERAGES WM COFFEE WM INST WM REG WM HALF THE CAFFEINE',,,'Y',,0,,6.25,3.47,8.37,4.07
'14204','1400','Beverages WM  coffee and cocoa WM  instant WM  decaffeinated WM  with whitener and low calorie sweetener','BEVERAGES WM COFFEE&COCOA WM INST WM DECAFFEINATED WM W/WHTNR&LOCALSWTNR',,,'Y',,0,,6.25,4.00,9.00,4.00
'14206','1400','Beverages WM  tea WM  green WM  ready-to-drink WM  sweetened','BEVERAGES WM TEA WM GRN WM RTD WM SWTND',,,'Y',,0,,,,,
'14207','1400','Beverages WM  tea WM  ready-to-drink WM  lemon WM  diet','BEVERAGES WM TEA WM RTD WM LEMON WM DIET',,,'Y',,0,,,,,
'14209','1400','Beverages WM  coffee WM  brewed WM  prepared with tap water','BEVERAGES WM COFFEE WM BREWED WM PREP W/ TAP H2O',,,'Y',,0,,6.25,3.47,8.37,4.07
'14210','1400','Beverages WM  coffee WM  brewed WM  espresso WM  restaurant-prepared','BEVERAGES WM COFFEE WM BREWED WM ESPRESSO WM REST-PREP',,,'Y',,0,,6.25,3.47,8.37,4.07
'14211','1400','Beverages WM  tea WM  black WM  ready-to-drink WM  lemon WM  diet','BEVERAGES WM TEA WM BLACK WM RTD WM LEMON WM DIET',,,'Y',,0,,6.25,,,
'14214','1400','Beverages WM  coffee WM  instant WM  regular WM  powder','BEVERAGES WM COFFEE WM INST WM REG WM PDR',,,'Y',,0,,6.25,3.47,8.37,4.07
'14215','1400','Beverages WM  coffee WM  instant WM  regular WM  prepared with water','BEVERAGES WM COFFEE WM INST WM REG WM PREP W/ H2O',,,,,0,,0.00,,,
'14216','1400','Beverages WM  aloe vera juice drink WM  fortified with Vitamin C','BEVERAGES WM ALOE VERA JUC DRK WM FORT W/ VIT C',,,'Y',,0,,6.25,,,
'14217','1400','Beverages WM  OCEAN SPRAY WM  Cran Grape','BEVERAGES WM OCEAN SPRAY WM CRAN GRAPE',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14218','1400','Beverages WM  coffee WM  instant WM  decaffeinated WM  powder','BEVERAGES WM COFFEE WM INST WM DECAFFEINATED WM PDR',,,'Y',,0,,6.25,3.47,8.37,4.07
'14219','1400','Beverages WM  coffee WM  instant WM  decaffeinated WM  prepared with water','BEVERAGES WM COFFEE WM INST WM DECAFFEINATED WM PREP W/ H2O',,,,,0,,0.00,,,
'14220','1400','Beverages WM  OCEAN SPRAY WM  Cranberry-Apple Juice Drink WM  bottled','Beverages WM  OCEAN SPRAY WM  Cranberry-Apple Juice Drink WM  bottled',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14221','1400','Beverages WM  OCEAN SPRAY WM  Diet Cranberry Juice','BEVERAGES WM OCEAN SPRAY WM DIET CRANBERRY JUC',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14222','1400','Beverages WM  coffee WM  instant WM  with chicory','BEVERAGES WM COFFEE WM INST WM W/ CHICORY',,,,,0,,6.25,3.20,8.37,4.10
'14223','1400','Beverages WM  coffee WM  instant WM  chicory','BEVERAGES WM COFFEE WM INST WM CHICORY',,,,,0,,,,,
'14224','1400','Beverages WM  coffee WM  instant WM  mocha WM  sweetened','BEVERAGES WM COFFEE WM INST WM MOCHA WM SWTND',,,'Y',,0,,6.25,4.00,9.00,4.00
'14226','1400','Beverages WM  OCEAN SPRAY WM  Light Cranberry and Raspberry Flavored Juice','BEVERAGES WM OCEAN SPRAY WM LT CRANBERRY & RASPBERRY FLAV JUC',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14227','1400','Beverages WM  OCEAN SPRAY WM  White Cranberry Strawberry Flavored Juice Drink','BEVERAGES WM OCEAN SPRAYWHITE CRANBERRY STRAWBERRY FLAV JUC DRK',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14231','1400','Beverages WM  KRAFT WM  coffee WM  instant WM  French Vanilla Cafe','BEVERAGES WM KRAFT WM COFFEE WM INST WM FRENCH VANILLA CAFE',,'Kraft Foods WM  Inc.',,,0,,,,,
'14233','1400','Beverages WM  OCEAN SPRAY WM  Cran Raspberry Juice Drink','BEVERAGEES WM  OCEAN SPRAY WM  CRAN RASPBERRY JUICE DRINK',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14234','1400','Beverages WM  OCEAN SPRAY WM  Cran Lemonade','BEVERAGES WM OCEAN SPRAY WM CRAN LEMONADE',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14235','1400','Beverages WM  OCEAN SPRAY WM  Diet Cran Cherry','BEV WM  OCEAN SPRAY WM  CRAN CHERRY DIET',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14236','1400','Beverages WM  coffee substitute WM  cereal grain beverage WM  powder','BEVERAGES WM COFFEE SUB WM CRL GRAIN BEV WM PDR',,,'Y',,0,,6.25,4.00,9.00,4.00
'14237','1400','Beverages WM  coffee substitute WM  cereal grain beverage WM  prepared with water','BEVERAGES WM COFFEE SUB WM CRL GRAIN BEV WM PREP W/ H2O',,,'Y',,0,,,,,
'14238','1400','Beverages WM  cranberry-apple juice drink WM  bottled','BEVERAGES WM CRANBERRY-APPLE JUC DRK WM BTLD',,,,,0,,6.25,3.36,8.37,3.90
'14239','1400','Alcoholic beverage WM  malt beer WM  hard lemonade','ALCOHOLIC BEV WM MALT BEER WM HARD LEMONADE',,,'Y',,0,,6.25,,,
'14240','1400','Beverages WM  cranberry-apricot juice drink WM  bottled','BEVERAGES WM CRANBERRY-APRICOT JUC DRK WM BTLD',,,,,0,,6.25,3.36,8.37,3.90
'14241','1400','Beverages WM  cranberry-grape juice drink WM  bottled','BEVERAGES WM CRANBERRY-GRAPE JUC DRK WM BTLD',,,,,0,,6.25,3.36,8.37,3.90
'14242','1400','Cranberry juice cocktail WM  bottled','CRANBERRY JUC COCKTAIL WM BTLD',,,'Y',,0,,6.25,3.36,8.37,3.90
'14243','1400','Cranberry juice cocktail WM  bottled WM  low calorie WM  with calcium WM  saccharin and corn sweetener','CRANBERRY JUC COCKTAIL WM BTLD WM LO CAL WM W/CA WM SACCHARIN&CORN SWTNR',,,'Y',,0,,6.25,4.00,9.00,4.00
'14245','1400','Beverages WM  Eggnog-flavor mix WM  powder WM  prepared with whole milk','BEVERAGES WM EGGNOG-FLAVOR MIX WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14246','1400','Beverages WM  tea WM  green WM  instant WM  decaffeinated WM  lemon WM  unsweetened WM  fortified with vitamin C','BEVERAGES WM TEA WM GRN WM INST WM DECAFFEI WM LEMON WM UNSWTND WM FORT W/ VIT C',,,'Y',,0,,6.25,,,
'14247','1400','Beverages WM  tea WM  black WM  ready to drink','BEVERAGES WM TEA WM BLACK WM READY TO DRK',,'McDonalds Corporation','Y',,0,,6.25,,,
'14248','1400','Alcoholic beverage WM  beer WM  light WM  higher alcohol','ALCOHOLIC BEV WM BEER WM LT WM HIGHER ALCOHOL',,,'Y',,0,,6.25,,,
'14250','1400','Beverages WM  AMBER WM  hard cider','BEVERAGES WM AMBER WM HARD CIDER',,,'Y',,0,,6.25,,,
'14251','1400','Alcoholic beverages WM  beer WM  higher alcohol','ALCOHOLIC BEVERAGES WM BEER WM HIGHER ALCOHOL',,,'Y',,0,,6.25,,,
'14252','1400','Beverages WM  Malt liquor beverage','BEVERAGES WM MALT LIQUOR BEV',,,'Y',,0,,6.25,,,
'14253','1400','Alcoholic beverages WM  wine WM  rose','ALCOHOLIC BEVERAGES WM WINE WM ROSE',,,'Y',,0,,6.25,,,
'14255','1400','Beverages WM  OCEAN SPRAY WM  Cran Pomegranate','BEVERAGES WM OCEAN SPRAY WM CRAN POMEGRANATE',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14256','1400','Beverages WM  OCEAN SPRAY WM  Cran Cherry','BEVERAGES WM OCEAN SPRAY WM CRAN CHERRY',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14257','1400','Beverages WM  OCEAN SPRAY WM  Light Cranberry','BEVERAGES WM OCEAN SPRAY WM LT CRANBERRY',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14258','1400','Beverages WM  OCEAN SPRAY WM  White Cranberry Peach','Beverages WM  OCEAN SPRAY WM  White Cranberry Peach',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14259','1400','Beverages WM  OCEAN SPRAY WM  Light Cranberry WM  Concord Grape','BEVERAGES WM OCEAN SPRAY WM LT CRANBERRY WM CONCORD GRAPE',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14260','1400','Beverages WM  tea WM  green WM  brewed WM  decaffeinated','BEVERAGES WM TEA WM GRN WM BREWED WM DECAFFEINATED',,,'Y',,0,,6.25,,,
'14261','1400','Beverages WM  tea WM  green WM  ready to drink WM  unsweetened','BEVERAGES WM TEA WM GRN WM READY TO DRK WM UNSWTND',,,'Y',,0,,6.25,,,
'14262','1400','Beverages WM  citrus fruit juice drink WM  frozen concentrate','BEVERAGES WM CITRUS FRUIT JUC DRK WM FRZ CONC',,,'Y',,0,,6.25,3.36,8.37,3.90
'14263','1400','Beverages WM  citrus fruit juice drink WM  frozen concentrate WM  prepared with water','BEVERAGES WM CITRUS FRUIT JUC DRK WM FRZ CONC WM PREP W/ H2O',,,,,0,,0.00,,,
'14264','1400','Beverages WM  fruit punch drink WM  without added nutrients WM  canned','BEVERAGES WM FRUIT PUNCH DRK WM WO/ ADDED NUTR WM CND',,,'Y',,0,,,,,
'14267','1400','Beverages WM  Fruit punch drink WM  with added nutrients WM  canned','BEVERAGES WM FRUIT PUNCH DRK WM W/ ADDED NUTR WM CND',,,'Y',,0,,6.25,3.36,8.37,3.90
'14268','1400','Beverages WM  Fruit punch drink WM  frozen concentrate','BEVERAGES WM FRUIT PUNCH DRK WM FRZ CONC',,,,,0,,6.25,3.36,8.37,3.90
'14269','1400','Beverages WM  Fruit punch drink WM  frozen concentrate WM  prepared with water','BEVERAGES WM FRUIT PUNCH DRK WM FRZ CONC WM PREP W/ H2O',,,,,0,,0.00,,,
'14270','1400','Beverages WM  coffee WM  instant WM  vanilla WM  sweetened WM  decaffeinated WM  with non dairy creamer','BEVERAGES WM COFFEE WM INST WM VANILA WM SWTND WM DECAFF WM W/ NON DAIRY CREAM',,,'Y',,0,,6.25,,,
'14276','1400','Beverages WM  Tropical Punch WM  ready-to-drink','BEVERAGES WM TROPICAL PUNCH WM RTD',,'Kraft Foods WM  Inc.','Y',,0,,,,,
'14277','1400','Beverages WM  grape drink WM  canned','BEVERAGES WM GRAPE DRK WM CND',,,'Y',,0,,6.25,3.36,8.37,3.90
'14278','1400','Beverages WM  tea WM  green WM  brewed WM  regular','BEVERAGES WM TEA WM GRN WM BREWED WM REG',,,'Y',,0,,,,,
'14279','1400','Beverages WM  tea WM  black WM  ready-to-drink WM  peach WM  diet','BEVERAGES WM TEA WM BLACK WM RTD WM PEACH WM DIET',,,'Y',,0,,,,,
'14280','1400','Beverages WM  tea WM  black WM  ready to drink WM  decaffeinated WM  diet','BEVERAGES WM TEA WM BLACK WM READY TO DRK WM DECAFFEINATED WM DIET',,,'Y',,0,,6.25,,,
'14281','1400','Beverages WM  tea WM  black WM  ready to drink WM  decaffeinated','BEVERAGES WM TEA WM BLACK WM READY TO DRK WM DECAFFEINATED',,,'Y',,0,,6.25,,,
'14282','1400','Beverages WM  grape juice drink WM  canned','BEVERAGES WM GRAPE JUC DRK WM CND',,,'Y',,0,,6.25,3.36,8.37,3.90
'14284','1400','Beverages WM  Cranberry juice cocktail','BEVERAGES WM CRANBERRY JUC COCKTAIL',,,,,0,,,,,
'14285','1400','Beverages WM  OCEAN SPRAY WM  Ruby Red cranberry','BEVERAGES WM OCEAN SPRAY WM RUBY RED CRANBERRY',,'Ocean Spray Cranberries WM  Inc.',,,0,,6.25,,,
'14286','1400','Beverages WM  MOTTS WM  Apple juice light WM  fortified with vitamin C','BEVERAGES WM MOTTS WM APPL JUC LT WM FORT W/ VIT C',,'Motts INC.',,,0,,6.25,,,
'14287','1400','Beverages WM  Lemonade WM  powder','BEVERAGES WM LEMONADE WM PDR',,,'Y',,0,,6.25,3.36,8.37,3.80
'14288','1400','Lemonade WM  powder WM  prepared with water','LEMONADE WM PDR WM PREP W/H2O',,,,,0,,0.00,,,
'14291','1400','Beverages WM  SNAPPLE WM  tea WM  black and green WM  ready to drink WM  peach WM  diet','BEVERAGES WM SNAPPLE WM TEA WM BLACK & GRN WM READY TO DRK WM PEACH WM DIET',,'Snapple Beverage Corporation',,,0,,6.25,,,
'14292','1400','Lemonade WM  frozen concentrate WM  white','LEMONADE WM FRZ CONC WM WHITE',,,'Y',,0,,6.25,3.36,8.37,3.80
'14293','1400','Lemonade WM  frozen concentrate WM  white WM  prepared with water','LEMONADE WM FRZ CONC WM WHITE WM PREP W/H2O',,,,,0,,0.00,,,
'14294','1400','Beverages WM  SNAPPLE WM  tea WM  black and green WM  ready to drink WM  lemon WM  diet','BEVERAGES WM SNAPPLE WM TEA WM BLACK & GRN WM READY TO DRK WM LEMON WM DIET',,'Snapple Beverage Corporation',,,0,,6.25,,,
'14296','1400','Beverages WM  lemonade-flavor drink WM  powder','BEVERAGES WM LEMONADE-FLAVOR DRK WM PDR',,,'Y',,0,,6.25,3.36,8.37,3.80
'14297','1400','Beverages WM  lemonade-flavor drink WM  powder WM  prepared with water','BEVERAGES WM LEMONADE-FLAVOR DRK WM PDR WM PREP W/ H2O',,,,,0,,0.00,,,
'14303','1400','Limeade WM  frozen concentrate WM  prepared with water','LIMEADE WM FRZ CONC WM PREP W/H2O',,,,,0,,,,,
'14305','1400','Malt beverage WM  includes non-alcoholic beer','MALT BEV WM INCL NON-ALCOHOLIC BEER',,,'Y',,0,,6.25,3.87,8.37,4.12
'14309','1400','Beverages WM  OVALTINE WM  Classic Malt powder','BEVERAGES WM OVALTINE WM CLASSIC MALT PDR',,'Nestle USA WM  Inc.','Y',,0,,6.25,4.00,9.00,4.00
'14310','1400','Beverages WM  Malted drink mix WM  natural WM  with added nutrients WM  powder WM  prepared with whole milk','BEVERA WM MALTED DRK MIX WM NAT WM W/ ADD NUTR WM PDR WM PREP W/ WHL MILK',,,,,0,,,,,
'14311','1400','Beverages WM  Malted drink mix WM  natural WM  powder WM  dairy based.','BEVERAGES WM MALTED DRK MIX WM NAT WM PDR WM DAIRY BASED.',,,'Y',,0,,6.25,4.00,9.00,4.00
'14312','1400','Beverages WM  Malted drink mix WM  natural WM  powder WM  prepared with whole milk','BEVERAGES WM MALTED DRK MIX WM NAT WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14315','1400','Beverages WM  OVALTINE WM  chocolate malt powder','BEVERAGES WM OVALTINE WM CHOC MALT PDR',,'Ovaltine','Y',,0,,6.25,4.00,9.00,4.00
'14316','1400','Beverages WM  Malted drink mix WM  chocolate WM  with added nutrients WM  powder WM  prepared with whole milk','BEVERAG WM MALT DRK MIX WM CHOC WM W/ ADDED NUTR WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14317','1400','Beverages WM  malted drink mix WM  chocolate WM  powder','BEVERAGES WM MALTED DRK MIX WM CHOC WM PDR',,,'Y',,0,,6.25,4.00,9.00,4.00
'14318','1400','Beverages WM  Malted drink mix WM  chocolate WM  powder WM  prepared with whole milk','BEVERAGES WM MALTED DRK MIX WM CHOC WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14323','1400','Beverages WM  orange drink WM  canned WM  with added vitamin C','BEVERAGES WM ORANGE DRK WM CND WM W/ ADDED VIT C',,,'Y',,0,,6.25,3.36,8.37,3.90
'14327','1400','Beverages WM  orange and apricot juice drink WM  canned','BEVERAGES WM ORANGE & APRICOT JUC DRK WM CND',,,,,0,,6.25,3.36,8.37,3.90
'14334','1400','Beverages WM  pineapple and grapefruit juice drink WM  canned','BEVERAGES WM PNAPPL & GRAPEFRUIT JUC DRK WM CND',,,,,0,,6.25,3.36,8.37,3.90
'14341','1400','Beverages WM  pineapple and orange juice drink WM  canned','BEVERAGES WM PNAPPL & ORANGE JUC DRK WM CND',,,,,0,,6.25,3.36,8.37,3.90
'14347','1400','Shake WM  fast food WM  vanilla','SHAKE WM FAST FOOD WM VANILLA',,,'Y',,0,,6.38,4.27,8.80,3.90
'14350','1400','Strawberry-flavor beverage mix WM  powder','STRAWBERRY-FLAVOR BEV MIX WM PDR',,,'Y',,0,,6.25,3.90,8.37,3.90
'14351','1400','Beverages WM  Strawberry-flavor beverage mix WM  powder WM  prepared with whole milk','BEVERAGES WM STRAWBERRY-FLAVOR BEV MIX WM PDR WM PREP W/ WHL MILK',,,,,0,,6.38,,,
'14352','1400','Beverages WM  tea WM  black WM  brewed WM  prepared with tap water WM  decaffeinated','BEVERAGES WM TEA WM BLACK WM BREWED WM PREP W/ TAP H2O WM DECAFFEINATED',,,'Y',,0,,,,,
'14353','1400','Beverages WM  tea WM  instant WM  decaffeinated WM  unsweetened','BEVERAGES WM TEA WM INST WM DECAFFEINATED WM UNSWTND',,,'Y',,0,,6.25,4.00,9.00,4.00
'14355','1400','Beverages WM  tea WM  black WM  brewed WM  prepared with tap water','BEVERAGES WM TEA WM BLACK WM BREWED WM PREP W/ TAP H2O',,,'Y',,0,,6.25,2.44,8.37,3.57
'14356','1400','Beverages WM  tea WM  instant WM  decaffeinated WM  lemon WM  diet','BEVERAGES WM TEA WM INST WM DECAFFEINATED WM LEMON WM DIET',,,'Y',,0,,6.25,2.44,8.37,3.80
'14357','1400','Beverages WM  tea WM  instant WM  decaffeinated WM  lemon WM  sweetened','BEVERAGES WM TEA WM INST WM DECAFFEINATED WM LEMON WM SWTND',,,,,0,,6.25,4.00,9.00,4.00
'14366','1400','Beverages WM  tea WM  instant WM  unsweetened WM  powder','BEVERAGES WM TEA WM INST WM UNSWTND WM PDR',,,'Y',,0,,6.25,4.00,9.00,4.00
'14367','1400','Beverages WM  tea WM  instant WM  unsweetened WM  prepared with water','BEVERAGES WM TEA WM INST WM UNSWTND WM PREP W/ H2O',,,'Y',,0,,0.00,,,
