'NDB_No','FdGrp_Cd','Long_Desc','Shrt_Desc','ComName','ManufacName','Survey','Ref_desc','Refuse','SciName','N_Factor','Pro_Factor','Fat_Factor','CHO_Factor'
'01001','0100','Butter WM  salted','BUTTER WM WITH SALT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01002','0100','Butter WM  whipped WM  with salt','BUTTER WM WHIPPED WM W/ SALT',,,'Y',,0,,6.38,,,
'01003','0100','Butter oil WM  anhydrous','BUTTER OIL WM ANHYDROUS',,,'Y',,0,,6.38,4.27,8.79,3.87
'01004','0100','Cheese WM  blue','CHEESE WM BLUE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01005','0100','Cheese WM  brick','CHEESE WM BRICK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01006','0100','Cheese WM  brie','CHEESE WM BRIE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01007','0100','Cheese WM  camembert','CHEESE WM CAMEMBERT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01008','0100','Cheese WM  caraway','CHEESE WM CARAWAY',,,,,0,,6.38,4.27,8.79,3.87
'01009','0100','Cheese WM  cheddar (Includes foods for USDAs Food Distribution Program)','CHEESE WM CHEDDAR',,,'Y',,0,,,,,
'01010','0100','Cheese WM  cheshire','CHEESE WM CHESHIRE',,,,,0,,6.38,4.27,8.79,3.87
'01011','0100','Cheese WM  colby','CHEESE WM COLBY',,,'Y',,0,,6.38,4.27,8.79,3.87
'01012','0100','Cheese WM  cottage WM  creamed WM  large or small curd','CHEESE WM COTTAGE WM CRMD WM LRG OR SML CURD',,,'Y',,0,,6.38,4.27,8.79,3.87
'01013','0100','Cheese WM  cottage WM  creamed WM  with fruit','CHEESE WM COTTAGE WM CRMD WM W/FRUIT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01014','0100','Cheese WM  cottage WM  nonfat WM  uncreamed WM  dry WM  large or small curd','CHEESE WM COTTAGE WM NONFAT WM UNCRMD WM DRY WM LRG OR SML CURD',,,'Y',,0,,6.38,4.27,8.79,3.87
'01015','0100','Cheese WM  cottage WM  lowfat WM  2% milkfat','CHEESE WM COTTAGE WM LOWFAT WM 2% MILKFAT',,,'Y',,0,,6.38,,,
'01016','0100','Cheese WM  cottage WM  lowfat WM  1% milkfat','CHEESE WM COTTAGE WM LOWFAT WM 1% MILKFAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01017','0100','Cheese WM  cream','CHEESE WM CREAM',,,'Y',,0,,6.38,4.27,8.79,3.87
'01018','0100','Cheese WM  edam','CHEESE WM EDAM',,,'Y',,0,,6.38,4.27,8.79,3.87
'01019','0100','Cheese WM  feta','CHEESE WM FETA',,,'Y',,0,,6.38,4.27,8.79,3.87
'01020','0100','Cheese WM  fontina','CHEESE WM FONTINA',,,'Y',,0,,6.38,4.27,8.79,3.87
'01021','0100','Cheese WM  gjetost','CHEESE WM GJETOST',,,,,0,,6.38,4.27,8.79,3.87
'01022','0100','Cheese WM  gouda','CHEESE WM GOUDA',,,'Y',,0,,6.38,4.27,8.79,3.87
'01023','0100','Cheese WM  gruyere','CHEESE WM GRUYERE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01024','0100','Cheese WM  limburger','CHEESE WM LIMBURGER',,,'Y',,0,,6.38,4.27,8.79,3.87
'01025','0100','Cheese WM  monterey','CHEESE WM MONTEREY',,,'Y',,0,,6.38,4.27,8.79,3.87
'01026','0100','Cheese WM  mozzarella WM  whole milk','CHEESE WM MOZZARELLA WM WHL MILK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01027','0100','Cheese WM  mozzarella WM  whole milk WM  low moisture','CHEESE WM MOZZARELLA WM WHL MILK WM LO MOIST',,,'Y',,0,,6.38,4.27,8.79,3.87
'01028','0100','Cheese WM  mozzarella WM  part skim milk','CHEESE WM MOZZARELLA WM PART SKIM MILK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01029','0100','Cheese WM  mozzarella WM  low moisture WM  part-skim','CHEESE WM MOZZARELLA WM LO MOIST WM PART-SKIM',,,'Y',,0,,6.38,,,
'01030','0100','Cheese WM  muenster','CHEESE WM MUENSTER',,,'Y',,0,,6.38,4.27,8.79,3.87
'01031','0100','Cheese WM  neufchatel','CHEESE WM NEUFCHATEL',,,,,0,,6.38,4.27,8.79,3.87
'01032','0100','Cheese WM  parmesan WM  grated','CHEESE WM PARMESAN WM GRATED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01033','0100','Cheese WM  parmesan WM  hard','CHEESE WM PARMESAN WM HARD',,,'Y',,0,,6.38,4.27,8.79,3.87
'01034','0100','Cheese WM  port de salut','CHEESE WM PORT DE SALUT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01035','0100','Cheese WM  provolone','CHEESE WM PROVOLONE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01036','0100','Cheese WM  ricotta WM  whole milk','CHEESE WM RICOTTA WM WHOLE MILK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01037','0100','Cheese WM  ricotta WM  part skim milk','CHEESE WM RICOTTA WM PART SKIM MILK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01038','0100','Cheese WM  romano','CHEESE WM ROMANO',,,'Y',,0,,6.38,4.27,8.79,3.87
'01039','0100','Cheese WM  roquefort','CHEESE WM ROQUEFORT',,,,,0,,6.38,4.27,8.79,3.87
'01040','0100','Cheese WM  swiss','CHEESE WM SWISS',,,'Y',,0,,6.38,4.27,8.79,3.87
'01041','0100','Cheese WM  tilsit','CHEESE WM TILSIT',,,,,0,,6.38,4.27,8.79,3.87
'01042','0100','Cheese WM  pasteurized process WM  American WM  fortified with vitamin D','CHEESE WM PAST PROCESS WM AMERICAN WM FORT W/ VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01043','0100','Cheese WM  pasteurized process WM  pimento','CHEESE WM PAST PROCESS WM PIMENTO',,,'Y',,0,,6.38,4.27,8.79,3.87
'01044','0100','Cheese WM  pasteurized process WM  swiss','CHEESE WM PAST PROCESS WM SWISS',,,'Y',,0,,6.38,4.27,8.79,3.87
'01045','0100','Cheese food WM  cold pack WM  American','CHEESE FD WM COLD PK WM AMERICAN',,,,,0,,6.38,4.27,8.79,3.87
'01046','0100','Cheese food WM  pasteurized process WM  American WM  vitamin D fortified','CHEESE FD WM PAST PROCESS WM AMERICAN WM VITAMIN D FORT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01047','0100','Cheese food WM  pasteurized process WM  swiss','CHEESE FD WM PAST PROCESS WM SWISS',,,,,0,,6.38,4.27,8.79,3.87
'01048','0100','Cheese spread WM  pasteurized process WM  American','CHEESE SPRD WM PAST PROCESS WM AMERICAN',,,'Y',,0,,6.38,4.27,8.79,3.87
'01049','0100','Cream WM  fluid WM  half and half','CREAM WM FLUID WM HALF AND HALF',,,'Y',,0,,6.38,4.27,8.79,3.87
'01050','0100','Cream WM  fluid WM  light (coffee cream or table cream)','CREAM WM FLUID WM LT (COFFEE CRM OR TABLE CRM)',,,'Y',,0,,6.38,4.27,8.79,3.87
'01052','0100','Cream WM  fluid WM  light whipping','CREAM WM FLUID WM LT WHIPPING',,,'Y',,0,,6.38,4.27,8.79,3.87
'01053','0100','Cream WM  fluid WM  heavy whipping','CREAM WM FLUID WM HVY WHIPPING',,,'Y',,0,,6.38,4.27,8.79,3.87
'01054','0100','Cream WM  whipped WM  cream topping WM  pressurized','CREAM WM WHIPPED WM CRM TOPPING WM PRESSURIZED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01055','0100','Cream WM  sour WM  reduced fat WM  cultured','CREAM WM SOUR WM RED FAT WM CULTURED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01056','0100','Cream WM  sour WM  cultured','CREAM WM SOUR WM CULTURED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01057','0100','Eggnog','EGGNOG',,,'Y',,0,,6.37,4.27,8.79,3.90
'01058','0100','Sour dressing WM  non-butterfat WM  cultured WM  filled cream-type','SOUR DRSNG WM NON-BUTTERFAT WM CULTURED WM FILLED CREAM-TYPE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01059','0100','Milk WM  filled WM  fluid WM  with blend of hydrogenated vegetable oils','MILK WM FILLED WM FLUID WM W/BLEND OF HYDR VEG OILS',,,,,0,,6.38,4.27,8.79,3.87
'01060','0100','Milk WM  filled WM  fluid WM  with lauric acid oil','MILK WM FILLED WM FLUID WM W/LAURIC ACID OIL',,,,,0,,6.38,4.27,8.79,3.87
'01061','0100','Cheese WM  American WM  nonfat or fat free','CHEESE WM AMERICAN WM NONFAT OR FAT FREE',,,'Y',,0,,6.25,,,
'01064','0100','Yogurt WM  Greek WM  2% fat WM  apricot WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM APRICOT WM CHOBANI',,'Chobani',,,0,,3.68,,,
'01065','0100','Yogurt WM  Greek WM  2%fat WM  coconut blend WM  CHOBANI','YOGURT WM GREEK WM 2%FAT WM COCNT BLEND WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01067','0100','Cream substitute WM  liquid WM  with hydrogenated vegetable oil and soy protein','CREAM SUB WM LIQ WM W/HYDR VEG OIL&SOY PROT',,,'Y',,0,,5.71,4.27,8.79,3.87
'01068','0100','Cream substitute WM  liquid WM  with lauric acid oil and sodium caseinate','CREAM SUB WM LIQ WM W/LAURIC ACID OIL&NA CASEINATE',,,,,0,,6.29,4.27,8.79,3.87
'01069','0100','Cream substitute WM  powdered','CREAM SUBSTITUTE WM POWDERED',,,'Y',,0,,6.29,4.27,8.79,3.87
'01070','0100','Dessert topping WM  powdered','DESSERT TOPPING WM POWDERED',,,,,0,,6.29,4.27,8.79,3.87
'01071','0100','Dessert topping WM  powdered WM  1.5 ounce prepared with 1/2 cup milk','DESSERT TOPPING WM PDR WM 1.5 OZ PREP W/1/2 CUP MILK',,,'Y',,0,,6.35,4.27,8.79,3.87
'01072','0100','Dessert topping WM  pressurized','DESSERT TOPPING WM PRESSURIZED',,,'Y',,0,,6.29,4.27,8.79,3.87
'01073','0100','Dessert topping WM  semi solid WM  frozen','DESSERT TOPPING WM SEMI SOLID WM FRZ',,,'Y',,0,,6.29,4.27,8.84,3.87
'01074','0100','Sour cream WM  imitation WM  cultured','SOUR CRM WM IMITN WM CULTURED',,,'Y',,0,,6.29,4.27,8.79,3.87
'01076','0100','Milk substitutes WM  fluid WM  with lauric acid oil','MILK SUBSTITUTES WM FLUID WM W/LAURIC ACID OIL',,,,,0,,6.29,4.27,8.79,3.87
'01077','0100','Milk WM  whole WM  3.25% milkfat WM  with added vitamin D','MILK WM WHL WM 3.25% MILKFAT WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01078','0100','Milk WM  producer WM  fluid WM  3.7% milkfat','MILK WM PRODUCER WM FLUID WM 3.7% MILKFAT',,,,,0,,6.38,4.27,8.79,3.87
'01079','0100','Milk WM  reduced fat WM  fluid WM  2% milkfat WM  with added vitamin A and vitamin D','MILK WM RED FAT WM FLUID WM 2% MILKFAT WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01080','0100','Milk WM  reduced fat WM  fluid WM  2% milkfat WM  with added nonfat milk solids and vitamin A and vitamin D','MILK WM RED FAT WM FLUID WM 2% MILKFAT WM W/ ADDED NFMS WM  VIT A & VIT D',,,,,0,,6.38,4.27,8.79,3.87
'01081','0100','Milk WM  reduced fat WM  fluid WM  2% milkfat WM  protein fortified WM  with added vitamin A and vitamin D','MILK WM RED FAT WM FLUID WM 2% MILKFAT WM PROT FORT WM W/ ADDED VIT A & D',,,,,0,,6.38,4.27,8.79,3.87
'01082','0100','Milk WM  lowfat WM  fluid WM  1% milkfat WM  with added vitamin A and vitamin D','MILK WM LOWFAT WM FLUID WM 1% MILKFAT WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01083','0100','Milk WM  lowfat WM  fluid WM  1% milkfat WM  with added nonfat milk solids WM  vitamin A and vitamin D','MILK WM LOWFAT WM FLUID WM 1% MILKFAT WM W/ ADD NONFAT MILK SOL WM VIT A/ D',,,,,0,,6.38,4.27,8.79,3.87
'01084','0100','Milk WM  lowfat WM  fluid WM  1% milkfat WM  protein fortified WM  with added vitamin A and vitamin D','MILK WM LOWFAT WM FLUID WM 1% MILKFAT WM PROT FORT WM W/ ADDED VIT A & D',,,,,0,,6.38,4.27,8.79,3.87
'01085','0100','Milk WM  nonfat WM  fluid WM  with added vitamin A and vitamin D (fat free or skim)','MILK WM NONFAT WM FLUID WM W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)',,,'Y',,0,,6.38,4.27,8.79,3.87
'01086','0100','Milk WM  nonfat WM  fluid WM  with added nonfat milk solids WM  vitamin A and vitamin D (fat free or skim)','MILK WM NONFAT WM FLUID WM W/ ADDED NONFAT MILK SOL WM VIT A & VIT D',,,,,0,,6.38,4.27,8.79,3.87
'01087','0100','Milk WM  nonfat WM  fluid WM  protein fortified WM  with added vitamin A and vitamin D (fat free and skim)','MILK WM NONFAT WM FLUID WM PROT FORT WM W/ ADD VIT A & D (FAT FREE/SKIM)',,,,,0,,6.38,4.27,8.79,3.87
'01088','0100','Milk WM  buttermilk WM  fluid WM  cultured WM  lowfat','MILK WM BTTRMLK WM FLUID WM CULTURED WM LOWFAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01089','0100','Milk WM  low sodium WM  fluid','MILK WM LO NA WM FLUID',,,'Y',,0,,6.38,4.27,8.79,3.87
'01090','0100','Milk WM  dry WM  whole WM  with added vitamin D','MILK WM DRY WM WHL WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01091','0100','Milk WM  dry WM  nonfat WM  regular WM  without added vitamin A and vitamin D','MILK WM DRY WM NONFAT WM REG WM WO/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01092','0100','Milk WM  dry WM  nonfat WM  instant WM  with added vitamin A and vitamin D','MILK WM DRY WM NONFAT WM INST WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01093','0100','Milk WM  dry WM  nonfat WM  calcium reduced','MILK WM DRY WM NONFAT WM CA RED',,,,,0,,6.38,4.27,8.79,3.87
'01094','0100','Milk WM  buttermilk WM  dried','MILK WM BUTTERMILK WM DRIED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01095','0100','Milk WM  canned WM  condensed WM  sweetened','MILK WM CND WM COND WM SWTND',,,'Y',,0,,6.38,4.27,8.79,3.87
'01096','0100','Milk WM  canned WM  evaporated WM  with added vitamin D and without added vitamin A','MILK WM CND WM EVAP WM W/ ADDED VITAMIN D & WO/ ADDED VIT A',,,'Y',,0,,6.38,4.27,8.79,3.87
'01097','0100','Milk WM  canned WM  evaporated WM  nonfat WM  with added vitamin A and vitamin D','MILK WM CND WM EVAP WM NONFAT WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01102','0100','Milk WM  chocolate WM  fluid WM  commercial WM  whole WM  with added vitamin A and vitamin D','MILK WM CHOC WM FLUID WM COMM WM WHL WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01103','0100','Milk WM  chocolate WM  fluid WM  commercial WM  reduced fat WM  with added vitamin A and vitamin D','MILK WM CHOC WM FLUID WM COMM WM RED FAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01104','0100','Milk WM  chocolate WM  lowfat WM  with added vitamin A and vitamin D','MILK WM CHOC WM LOWFAT WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01105','0100','Milk WM  chocolate beverage WM  hot cocoa WM  homemade','MILK WM CHOC BEV WM HOT COCOA WM HOMEMADE',,,,,0,,6.38,,,
'01106','0100','Milk WM  goat WM  fluid WM  with added vitamin D','MILK WM GOAT WM FLUID WM W/ ADDED VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01107','0100','Milk WM  human WM  mature WM  fluid','MILK WM HUMAN WM MATURE WM FLUID',,,'Y',,0,,6.38,4.27,8.79,3.87
'01108','0100','Milk WM  indian buffalo WM  fluid','MILK WM INDIAN BUFFALO WM FLUID',,,,,0,,6.38,4.27,8.79,3.87
'01109','0100','Milk WM  sheep WM  fluid','MILK WM SHEEP WM FLUID',,,,,0,,6.38,4.27,8.79,3.87
'01110','0100','Milk shakes WM  thick chocolate','MILK SHAKES WM THICK CHOC',,,,,0,,6.38,4.27,8.79,3.87
'01111','0100','Milk shakes WM  thick vanilla','MILK SHAKES WM THICK VANILLA',,,,,0,,6.38,4.27,8.79,3.87
'01112','0100','Whey WM  acid WM  fluid','WHEY WM ACID WM FLUID',,,,,0,,6.38,4.27,8.79,3.87
'01113','0100','Whey WM  acid WM  dried','WHEY WM ACID WM DRIED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01114','0100','Whey WM  sweet WM  fluid','WHEY WM SWEET WM FLUID',,,,,0,,6.38,4.27,8.79,3.87
'01115','0100','Whey WM  sweet WM  dried','WHEY WM SWEET WM DRIED',,,'Y',,0,,6.38,4.27,8.79,3.87
'01116','0100','Yogurt WM  plain WM  whole milk','YOGURT WM PLN WM WHL MILK',,,'Y',,0,,6.38,4.27,8.79,3.87
'01117','0100','Yogurt WM  plain WM  low fat','YOGURT WM PLN WM LOFAT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01118','0100','Yogurt WM  plain WM  skim milk','YOGURT WM PLN WM SKIM MILK.',,,'Y',,0,,6.38,4.27,8.79,3.87
'01119','0100','Yogurt WM  vanilla WM  low fat.','YOGURT WM VANILLA WM LOFAT.',,,'Y',,0,,6.38,4.27,8.79,3.87
'01120','0100','Yogurt WM  fruit WM  low fat WM 9 g protein/8 oz','YOGURT WM FRUIT WM LOFAT WM 9 G PROTEIN/8 OZ',,,'Y',,0,,6.38,4.27,8.79,3.87
'01121','0100','Yogurt WM  fruit WM  low fat WM  10 grams protein per 8 ounce','YOGURT WM FRUIT WM LOFAT WM 10 GRAMS PROT PER 8 OUNCE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01122','0100','Yogurt WM  fruit WM  low fat WM  11g protein/8 oz','YOGURT WM FRUIT WM LOFAT WM 11G PROTEIN/8 OZ',,,,,0,,6.38,4.27,8.79,3.87
'01123','0100','Egg WM  whole WM  raw WM  fresh','EGG WM WHL WM RAW WM FRSH',,,'Y','Shell',12,,6.25,4.36,9.02,3.68
'01124','0100','Egg WM  white WM  raw WM  fresh','EGG WM WHITE WM RAW WM FRESH',,,'Y',,0,,6.25,4.36,9.02,3.68
'01125','0100','Egg WM  yolk WM  raw WM  fresh','EGG WM YOLK WM RAW WM FRSH',,,'Y',,0,,6.25,4.36,9.02,3.68
'01126','0100','Egg WM  yolk WM  raw WM  frozen WM  pasteurized','EGG WM YOLK WM RAW WM FRZ WM PAST',,,,,0,,6.25,,,
'01127','0100','Egg WM  yolk WM  raw WM  frozen WM  sugared WM  pasteurized','EGG WM YOLK WM RAW WM FRZ WM SUGARED WM PAST',,,,,0,,6.25,4.36,9.02,3.68
'01128','0100','Egg WM  whole WM  cooked WM  fried','EGG WM WHL WM CKD WM FRIED',,,'Y',,0,,6.25,4.36,9.02,3.68
'01129','0100','Egg WM  whole WM  cooked WM  hard-boiled','EGG WM WHL WM CKD WM HARD-BOILED',,,'Y','Shell',12,,6.25,4.36,9.02,3.68
'01130','0100','Egg WM  whole WM  cooked WM  omelet','EGG WM WHOLE WM COOKED WM OMELET',,,'Y',,0,,6.25,4.36,9.02,3.68
'01131','0100','Egg WM  whole WM  cooked WM  poached','EGG WM WHL WM CKD WM POACHED',,,'Y',,0,,6.25,4.36,9.02,3.68
'01132','0100','Egg WM  whole WM  cooked WM  scrambled','EGG WM WHL WM CKD WM SCRMBLD',,,'Y',,0,,6.25,4.36,9.02,3.68
'01133','0100','Egg WM  whole WM  dried','EGG WM WHL WM DRIED',,,'Y',,0,,6.25,,,
'01134','0100','Egg WM  whole WM  dried WM  stabilized WM  glucose reduced','EGG WM WHL WM DRIED WM STABILIZED WM GLUCOSE RED',,,,,0,,6.25,4.36,9.02,3.68
'01135','0100','Egg WM  white WM  dried WM  flakes WM  stabilized WM  glucose reduced','EGG WM WHITE WM DRIED WM FLAKES WM STABILIZED WM GLUCOSE RED',,,,,0,,6.25,4.36,9.02,3.68
'01136','0100','Egg WM  white WM  dried WM  powder WM  stabilized WM  glucose reduced','EGG WM WHITE WM DRIED WM PDR WM STABILIZED WM GLUCOSE RED',,,'Y',,0,,6.25,4.36,9.02,3.68
'01137','0100','Egg WM  yolk WM  dried','EGG WM YOLK WM DRIED',,,'Y',,0,,6.25,,,
'01138','0100','Egg WM  duck WM  whole WM  fresh WM  raw','EGG WM DUCK WM WHOLE WM FRESH WM RAW',,,'Y','Shell',12,,6.25,4.36,9.02,3.68
'01139','0100','Egg WM  goose WM  whole WM  fresh WM  raw','EGG WM GOOSE WM WHOLE WM FRESH WM RAW',,,'Y','Shell',13,,6.25,4.36,9.02,3.68
'01140','0100','Egg WM  quail WM  whole WM  fresh WM  raw','EGG WM QUAIL WM WHOLE WM FRESH WM RAW',,,'Y','Shell',8,,6.25,4.36,9.02,3.68
'01141','0100','Egg WM  turkey WM  whole WM  fresh WM  raw','EGG WM TURKEY WM WHL WM FRSH WM RAW',,,,'Shell',12,,6.25,4.36,9.02,3.68
'01144','0100','Egg substitute WM  powder','EGG SUBSTITUTE WM POWDER',,,'Y',,0,,6.25,4.36,9.02,3.87
'01145','0100','Butter WM  without salt','BUTTER WM WITHOUT SALT',,,'Y',,0,,6.38,4.27,8.79,3.87
'01146','0100','Cheese WM  parmesan WM  shredded','CHEESE WM PARMESAN WM SHREDDED',,,,,0,,6.38,4.27,8.79,3.87
'01151','0100','Milk WM  nonfat WM  fluid WM  without added vitamin A and vitamin D (fat free or skim)','MILK WM NONFAT WM FLUID WM WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)',,,'Y',,0,,6.38,,,
'01152','0100','Milk WM  reduced fat WM  fluid WM  2% milkfat WM  with added nonfat milk solids WM  without added vitamin A','MILK WM RED FAT WM FLUID WM 2% MILKFAT WM W/ NONFAT MILK SOL WM WO/ VIT A',,,,,0,,6.38,4.27,8.79,3.87
'01153','0100','Milk WM  canned WM  evaporated WM  with added vitamin A','MILK WM CND WM EVAP WM W/ VIT A',,,,,0,,6.38,4.27,8.79,3.87
'01154','0100','Milk WM  dry WM  nonfat WM  regular WM  with added vitamin A and vitamin D','MILK WM DRY WM NONFAT WM REG WM W/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01155','0100','Milk WM  dry WM  nonfat WM  instant WM  without added vitamin A and vitamin D','MILK WM DRY WM NONFAT WM INST WM WO/ ADDED VIT A & VITAMIN D',,,'Y',,0,,6.38,4.27,8.79,3.87
'01156','0100','Cheese WM  goat WM  hard type','CHEESE WM GOAT WM HARD TYPE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01157','0100','Cheese WM  goat WM  semisoft type','CHEESE WM GOAT WM SEMISOFT TYPE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01158','0100','Yogurt WM  Greek WM  2% fat WM  key lime blend WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM KEY LIME BLEND WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01159','0100','Cheese WM  goat WM  soft type','CHEESE WM GOAT WM SOFT TYPE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01160','0100','Egg WM  yolk WM  raw WM  frozen WM  salted WM  pasteurized','EGG WM YOLK WM RAW WM FRZ WM SALTED WM PAST',,,,,0,,6.25,4.36,9.02,3.68
'01161','0100','Cheese substitute WM  mozzarella','CHEESE SUB WM MOZZARELLA',,,'Y',,0,,6.38,4.27,8.79,3.87
'01162','0100','Yogurt WM  Greek WM  2% fat WM  mango WM  CHOBANI','YOGURT WM GREEK WM 2% FAT WM MANGO WM CHOBANI',,'Chobani',,,0,,6.38,,,
'01164','0100','Cheese sauce WM  prepared from recipe','CHEESE SAU WM PREP FROM RECIPE',,,'Y',,0,,6.38,4.08,8.92,3.95
'01165','0100','Cheese WM  mexican WM  queso anejo','CHEESE WM MEXICAN WM QUESO ANEJO',,,'Y',,0,,6.38,4.27,8.79,3.87
'01166','0100','Cheese WM  mexican WM  queso asadero','CHEESE WM MEXICAN WM QUESO ASADERO',,,'Y',,0,,6.38,4.27,8.79,3.87
'01167','0100','Cheese WM  mexican WM  queso chihuahua','CHEESE WM MEXICAN WM QUESO CHIHUAHUA',,,'Y',,0,,6.38,4.27,8.79,3.87
'01168','0100','Cheese WM  low fat WM  cheddar or colby','CHEESE WM LOFAT WM CHEDDAR OR COLBY',,,'Y',,0,,6.38,4.27,8.79,3.87
'01169','0100','Cheese WM  low-sodium WM  cheddar or colby','CHEESE WM LOW-SODIUM WM CHEDDAR OR COLBY',,,'Y',,0,,6.38,4.27,8.79,3.87
'01171','0100','Egg WM  whole WM  raw WM  frozen WM  pasteurized (Includes foods for USDAs Food Distribution Program)','EGG WM WHL WM RAW WM FRZ WM PAST',,,,,0,,6.25,4.36,9.02,3.68
'01172','0100','Egg WM  white WM  raw WM  frozen WM  pasteurized','EGG WM WHITE WM RAW WM FRZ WM PAST',,,,,0,,6.25,4.36,9.02,3.68
'01173','0100','Egg WM  white WM  dried','EGG WM WHITE WM DRIED',,,,,0,,6.25,4.36,9.02,3.68
'01174','0100','Milk WM  reduced fat WM  fluid WM  2% milkfat WM  without added vitamin A and vitamin D','MILK WM RED FAT WM FLUID WM 2% MILKFAT WM WO/ ADDED VIT A & VIT D',,,'Y',,0,,0.00,4.27,8.79,3.87
'01175','0100','Milk WM  fluid WM  1% fat WM  without added vitamin A and vitamin D','MILK WM FLUID WM 1% FAT WM WO/ ADDED VIT A & VIT D',,,'Y',,0,,0.00,4.27,8.79,3.87
'01178','0100','Sour cream WM  reduced fat','SOUR CREAM WM REDUCED FAT',,,'Y',,0,,6.38,,,
'01179','0100','Sour cream WM  light','SOUR CREAM WM LIGHT',,,'Y',,0,,6.38,,,
'01180','0100','Sour cream WM  fat free','SOUR CREAM WM FAT FREE',,,'Y',,0,,6.38,,,
'01184','0100','Yogurt WM  vanilla or lemon flavor WM  nonfat milk WM  sweetened with low-calorie sweetener','YOGURT WM VAN OR LEM FLAV WM NONFAT MILK WM SWTND W/LOW-CALORIE SWTNR',,,'Y',,0,,6.38,,,
'01185','0100','Parmesan cheese topping WM  fat free','PARMESAN CHS TOPPING WM FAT FREE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01186','0100','Cheese WM  cream WM  fat free','CHEESE WM CREAM WM FAT FREE',,,'Y',,0,,6.38,4.27,8.79,3.87
'01187','0100','Yogurt WM  chocolate WM  nonfat milk','YOGURT WM CHOC WM NONFAT MILK',,,'Y',,0,,6.38,,,
'01188','0100','KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce','KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01189','0100','KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product','KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01190','0100','KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product','KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
'01191','0100','KRAFT VELVEETA Pasteurized Process Cheese Spread','KRAFT VELVEETA PAST PROCESS CHS SPRD',,'Kraft Foods WM  Inc.',,,0,,6.38,,,
